id,title,all_authors,author_gender,translation,publisher,publication_date,subset,award,category,orthography
SvB_BS_142,För mycket lycka,Alice Munro,F,transl,Storyside,2010-08-01,bestseller,,PRESTIGE,quot
SvB_BS_143,Kaffe med rån,Catharina Ingelman-Sundberg,F,no,Bonnier Audio,2012-08-01,bestseller,,CRIME,quot
SvB_BS_144,I farans riktning,Viveca Sten,F,no,Bonnier Audio,2013-05-20,bestseller,,CRIME,quot
SvB_BS_145,Min mormor hälsar och säger förlåt,Fredrik Backman,M,no,Bonnier Audio,2013-09-24,bestseller,,OTHER,dash
SvB_BS_146,Mörka platser,Gillian Flynn,F,transl,Word Audio Publishing,2012-11-01,bestseller,,CRIME,quot
SvB_BS_147,Gideons ring,Carin Gerhardsen,F,no,Norstedts,2012-05-01,bestseller,,CRIME,dash
SvB_BS_148,Och bergen svarade,Khaled Hosseini,M,transl,Bonnier Audio,2013-06-03,bestseller,,OTHER,quot
SvB_BS_149,Flaskpost från P,Jussi Adler-Olsen,M,transl,Bonnier Audio,2012-04-01,bestseller,,CRIME,quot
SvB_BS_150,Torka aldrig tårar utan handskar: 2. Sjukdomen,Jonas Gardell,M,no,Norstedts,2013-01-01,bestseller,,OTHER,quot
SvB_BS_151,Egenmäktigt förfarande : En roman om kärlek,Lena Andersson,F,no,Natur & Kultur,2013-12-01,bestseller,August,PRESTIGE,dash
SvB_BS_152,Handen : ett fall för Wallander,Henning Mankell,M,no,Storyside,2013-08-01,bestseller,,CRIME,dash
SvB_BS_153,Rörgast,Johan Theorin,M,no,Bonnier Audio,2013-10-01,bestseller,,CRIME,quot
SvB_BS_154,Att inte vilja se,Jan Guillou,M,no,Piratförlaget,2014-08-28,bestseller,,OTHER,quot
SvB_BS_155,Stalker,Lars Kepler,2,no,Bonnier Audio,2014-10-24,bestseller,,CRIME,dash
SvB_BS_156,Gone Girl,Gillian Flynn,F,transl,Word Audio Publishing,2013-08-01,bestseller,,CRIME,quot
SvB_BS_157,Lejontämjaren,Camilla Läckberg,F,no,Bonnier Audio,2014-11-17,bestseller,,CRIME,quot
SvB_BS_158,VIP-rummet,Jens Lapidus,M,no,Bonnier Audio,2014-06-03,bestseller,,CRIME,quot
SvB_BS_159,Sophies historia,Jojo Moyes,F,transl,Printz Publishing,2015-11-19,bestseller,,ROMANCE,quot
SvB_BS_160,Utan personligt ansvar,Lena Andersson,F,no,Natur & Kultur,2014-10-30,bestseller,,OTHER,dash
SvB_BS_161,Sonen,Jo Nesbø,M,transl,Bonnier Audio,2016-10-04,bestseller,,CRIME,quot
SvB_BS_162,Än klappar hjärtan,Helena von Zweigbergk,F,no,Norstedts,2013-09-01,bestseller,,OTHER,quot
SvB_BS_163,Jag heter inte Miriam,Majgull Axelsson,F,no,Storyside,2014-03-17,bestseller,,OTHER,quot
SvB_BS_164,Steglitsan,Donna Tartt,F,transl,Bonniers,2013,bestseller,Pulitzer ,PRESTIGE,quot
SvB_BS_165,De underkända,"Hans Rosenfeldt, Michael Hjorth",M,no,Norstedts,2015-10-15,bestseller,,CRIME,quot
SvB_BS_166,Blå stjärnan,Jan Guillou,M,no,Piratförlaget,2015-09-03,bestseller,,OTHER,quot
SvB_BS_167,Det som inte dödar oss : Millennium 4,David Lagercrantz,M,no,Norstedts,2015-09-10,bestseller,,CRIME,quot
SvB_BS_168,Bombmakaren och hans kvinna,Leif G.W. Persson,M,no,Bonnier Audio,2015-07-27,bestseller,,CRIME,dash
SvB_BS_169,Britt-Marie var här,Fredrik Backman,M,no,Bonnier Audio,2017-07-01,bestseller,,OTHER,dash
SvB_BS_170,Mördar-Anders och hans vänner (samt en och annan ovän),Jonas Jonasson,M,no,Piratförlaget,2015-09-24,bestseller,,OTHER,dash
SvB_BS_171,Allt jag inte minns,Jonas Hassen Khemiri,M,no,Bonnier Audio,2015-09-01,bestseller,August,PRESTIGE,dash
SvB_BS_172,STHLM DELETE,Jens Lapidus,M,no,Bonnier Audio,2015-10-07,bestseller,,CRIME,quot
SvB_BS_173,Det är något som inte stämmer,Martina Haag,F,no,Piratförlaget,2015-11-20,bestseller,,OTHER,dash
SvB_BS_174,Playground,Lars Kepler,2,no,Bonnier Audio,2015-10-21,bestseller,,CRIME,quot
SvB_BS_175,Järnblod,Liza Marklund,F,no,Piratförlaget,2015-06-18,bestseller,,CRIME,dash
SvB_BS_176,Arvet efter dig,Jojo Moyes,F,transl,Printz Publishing,2015-12-25,bestseller,,ROMANCE,quot
SvB_BS_177,Björndansen,Roslund & Thunberg,M,no,Piratförlaget,2014-05-28,bestseller,,CRIME,dash
SvB_BS_179,Konsten att höra hjärtslag,Jan-Philipp Sendker,M,transl,Bonnier Audio,2015-07-17,bestseller,,ROMANCE,quot
SvB_BS_180,Etthundra mil,Jojo Moyes,F,transl,Printz Publishing,2015-10-13,bestseller,,ROMANCE,quot
SvB_BS_181,Sista brevet från din älskade,Jojo Moyes,F,transl,Printz Publishing,2015-07-16,bestseller,,ROMANCE,quot
SvB_BS_182,Visning pågår,Sofie Sarenbrant,F,no,Stockholm Text,2014-04-02,bestseller,,CRIME,quot
SvB_BS_184,Lotus blues,Kristina Ohlsson,F,no,Piratförlaget,2014-10-02,bestseller,,CRIME,dash
SvB_BS_185,Offer utan ansikte,Stefan Ahnhem,M,no,Bonnier Audio,2014-06-25,bestseller,,CRIME,quot
SvB_BS_186,Öppnas i händelse av min död,Liane Moriarty,F,transl,Bonnier Audio,2015-04-08,bestseller,,ROMANCE,quot
SvB_BS_187,Stoner,John Williams,M,transl,Natur & Kultur,2014-07-03,bestseller,,OTHER,quot
SvB_BS_188,I skymningen sjunger koltrasten,Linda Olsson,F,no,Brombergs,2015-12-17,bestseller,,OTHER,quot
SvB_BS_189,I maktens skugga,Viveca Sten,F,no,Bonnier Audio,2014-05-15,bestseller,,CRIME,quot
SvB_BS_190,Jakthundarna,Jørn Lier Horst,M,transl,Word Audio Publishing,2014-03-27,bestseller,,CRIME,quot
