id,title,all_authors,author_gender,category,orthography,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,rfdsd
orig_050,Kalla fötter - S1,Karin Janson,F,ROMANCE,quot,304834,337204,177787,331503,332278,245777,321579,365076,310956,245355,402449,401605,401098,488387,380490,260769,382521,435389,375000,411106,345558
orig_051,Kämpa tjejer! - S1,Jenny Gromark Wennberg,F,ROMANCE,quot,320912,373131,265016,386614,206229,405737,308899,267468,235842,254046,422162,248835,403775,356215,407062,388330,285364,287080,333660,378127,326726
orig_052,Kropparna i Timmerdalen - S1,Gustaf Gustafsson,M,OTHER,quot,129905,352023,214529,187470,337884,180644,352913,279376,189176,340566,224768,343491,352267,399951,252560,259629,372501,260848,470746,425646,296345
orig_053,Lillforsa Ladies,Karin Janson,F,ROMANCE,quot,159848,154807,242035,216006,236242,210393,221579,279558,292180,264168,334902,276480,291636,201159,335807,337860,360970,327539,258870,299475,265076
orig_054,Majken Linds mordmysterier - S1,"Boel Bermann, Olle Söderström",2,CRIME,quot,287254,601238,476038,406787,350608,514443,624627,416418,490255,696400,412655,246274,511809,670947,419629,490601,545746,485898,559275,702362,495460
orig_055,Maskeradstaden,Maria Monciu,F,OTHER,quot,491885,371212,468398,612121,333910,477273,622727,560173,546851,451515,334632,535931,242155,510390,535065,691991,532136,508009,535714,237446,479974
orig_056,Mördarens syster,Emma Andersson,F,CRIME,quot,291879,253209,190128,171757,305888,189907,274618,162019,257415,218017,347942,95175,238380,221952,177512,212926,177512,310757,212705,270252,228999
orig_057,Mörkermannen,Anna Bågstam,F,CRIME,quot,272378,204386,287814,297016,382998,321727,496609,385711,456025,295727,543626,390459,417816,352396,455347,359485,511302,509157,425277,168212,376676
orig_058,Mörkt arv - S1,Arianna Bommarco,F,CRIME,quot,350212,228985,315291,426291,295834,268646,551759,394612,564979,569469,462459,371913,388127,252183,610377,500374,575206,381891,199052,386727,404719
orig_059,Nära gränsen – Gisslan,Daniel Åberg,M,CRIME,quot,153052,203986,133128,253804,57779,127355,175149,325725,326209,267210,248732,264445,202899,285274,234601,387068,251630,419127,453986,259420,251528
orig_060,Nära gränsen – Hotet,Daniel Åberg,M,CRIME,quot,427609,209798,275046,427609,376321,353488,308015,354580,398179,357676,261701,379964,272810,449909,289929,437705,433801,351548,395556,246084,350366
orig_061,Nina i Granbergsbyn - S1,Anna Holmström Degerman,F,ROMANCE,quot,134116,124182,112014,242267,204833,307970,229901,206141,96432,186498,144502,242547,177467,199639,176789,156052,120117,171861,112441,161472,175362
orig_062,Nina i Granbergsbyn - S2,Anna Holmström Degerman,F,ROMANCE,quot,164016,267959,233905,213025,162317,196868,133731,148397,269451,174994,265159,190405,175242,259259,246085,226696,144668,248322,179219,275913,208782
orig_063,Ögonvittnet,Anna Bågstam,F,CRIME,quot,292419,216249,302708,413240,246691,372919,447543,352056,419374,393781,358676,258977,409747,446540,318957,317954,507621,547844,389168,549850,378115
orig_064,Önskebrunnen - S1,"Felicia Welander, Peo Bengtsson",2,CRIME,quot,211350,26629,163747,123336,281009,280308,258351,220509,128942,210932,119570,166083,102546,53492,64004,144826,156973,456202,386125,257884,190640
orig_065,Panopticon,JC Koldemo,F,OTHER,quot,23569,128394,74511,86087,236532,122290,300989,196801,168350,347927,195538,78931,65025,298884,296780,135340,436869,422016,340560,365397,216038
orig_067,Ryggdjur,Hanna von Corswant,F,CRIME,quot,113448,83195,164027,89598,228788,173954,132356,80615,176554,107303,98558,122222,44670,188372,251004,76596,218861,110376,160955,277778,144962
orig_068,Saknad - S1,Lone Theils,F,CRIME,quot,189100,270443,238389,366675,448341,438967,316114,553923,383412,388955,418346,424645,369282,547630,462669,512796,584262,498815,667931,183693,413217
orig_069,Samtal pågår,"Henrik Karlsson, Tiina Nevala",2,ROMANCE,quot,325145,154568,407234,346122,183274,275814,432238,250345,356709,308032,356887,336002,563621,267734,431530,255313,462876,294589,221364,416345,332284
orig_070,Sekten - S1,Maria Nordström,F,CRIME,quot,354882,397171,63524,161203,271890,274972,486529,398653,220700,279973,347250,277279,375982,535474,342613,262177,250112,78563,491468,430849,315059
orig_071,Semesterkaos på Huvudkontoret,Gunnar Svensén,M,ROMANCE,quot,86711,278302,269811,191509,136792,148113,192271,318868,159434,200943,214151,123585,220755,229029,234906,337736,49057,264151,334906,268868,212989
orig_072,Skuggspelet,Anna Bågstam,F,CRIME,quot,351196,385209,481013,300178,414475,400316,358711,433261,468552,406170,478940,455498,489618,346648,446203,438204,502274,561511,478545,419106,430779
orig_073,Slutspel,Nina Hampusson,F,OTHER,quot,476402,279477,321294,153147,466977,444937,451906,366135,453357,456560,519504,501440,384309,457447,536229,417110,470080,443829,518174,373892,424612
orig_074,Sofia Tholls kabinett - S1,Elisabeth Östnäs,F,CRIME,quot,244020,275132,254370,358868,232114,284729,352887,414443,201058,116402,168353,306648,237121,146538,78675,192732,99609,141904,310099,207039,231138
orig_075,Stackars Birger - S1,Martina Montelius,F,OTHER,quot,45647,44661,433633,126996,232976,530938,52146,727046,441257,776697,405938,193862,57620,311128,501747,177395,746321,537425,134481,500998,348943
orig_076,Stockholm Psycho,Anna Bågstam,F,CRIME,quot,277511,274454,357424,267249,163537,194760,195021,269432,337118,184061,369651,284279,248690,250055,372052,324454,434716,351747,292358,328019,288830
orig_077,Storm,Karina Berg Johansson,F,CRIME,quot,98785,272985,207371,325233,262859,396517,257999,137708,308627,345889,250607,284731,312677,230458,250304,141353,435399,375456,249089,399352,277166
orig_078,Summer Karlsson - S1,Johanna Nilsson,F,ROMANCE,quot,105809,444076,575846,376219,551152,572525,603030,346130,404026,437435,448963,437228,568790,447603,590164,623781,559245,330151,467317,446773,466809
orig_079,Summer Karlsson - S2,Johanna Nilsson,F,ROMANCE,quot,321737,509309,365389,593528,470966,417682,479832,595391,482048,376773,488367,566046,342123,574246,506871,391979,335328,624418,483378,333555,462947
orig_080,Summer Karlsson - S3,Johanna Nilsson,F,ROMANCE,quot,172603,421687,502881,328968,490176,309324,527501,572551,398114,395861,336302,523311,376113,440545,691119,525668,279204,504976,403876,477862,433928
orig_081,Svart stjärna - S1,"Jesper Ersgård, Joakim Ersgård",M,OTHER,dash,155468,386464,355408,174105,410741,164827,127759,57136,82904,149338,73075,127545,384012,200343,143978,90240,93428,88545,115253,213883,179724
orig_082,Svart stjärna - S2,"Jesper Ersgård, Joakim Ersgård",M,OTHER,dash,313707,183880,204441,238900,157336,151581,175676,162886,79411,96525,61052,204200,129102,251448,2655,284749,377654,169925,81081,97273,171178
orig_083,Svart stjärna - S3,"Jesper Ersgård, Joakim Ersgård",M,OTHER,dash,250195,32812,14062,27865,76562,129393,130469,50521,7812,54688,192398,176823,45312,52604,13281,48425,87760,101302,47656,66927,80347
orig_085,Tick Tack - S1,Leffe Grimwalker,M,CRIME,quot,58286,131637,77322,181773,63472,211957,95085,95085,219368,265251,235120,273715,242035,112126,193429,394912,281551,199605,167202,408350,195361
orig_086,Tick Tack - S2,Leffe Grimwalker,M,CRIME,quot,85266,108915,123953,202793,51343,123738,207259,113856,156821,53061,170999,211171,270032,361899,111063,249194,164554,353169,239098,169925,176407
orig_087,Tick Tack - S3,Leffe Grimwalker,M,CRIME,quot,132048,36680,184657,143576,264305,248795,289038,145672,321526,272060,329910,300147,303291,185496,239992,268288,407043,164745,215888,146751,229996
orig_088,Tio platser du måste besöka efter min död,Karin Wallén,F,ROMANCE,quot,202963,232640,174259,154322,307828,293233,307097,335250,318885,172048,219102,507298,306059,277692,329721,274878,338934,308492,362229,359575,289123
orig_089,Utpost,Dmitry Glukhovsky,M,OTHER,quot,136295,329739,368773,415660,221479,301488,338007,365107,448997,329594,359931,255984,401984,303926,376321,261376,262079,239810,215872,77006,300472
orig_091,Vargland - S1,Björn Olofsson,M,CRIME,quot,109391,39350,71574,76161,236862,428934,123889,417873,178680,285605,234831,242132,87332,68799,279442,298807,468647,298477,179487,452907,228959
orig_092,Vargland - S2,Björn Olofsson,M,CRIME,quot,158329,230531,221563,409747,307454,127901,96957,216404,363589,268249,124807,127127,194738,154719,161465,197009,287519,251999,376741,285014,228092
orig_093,Vespers vidunderliga äventyr,Ida Kjellin,F,OTHER,quot,197828,230032,130777,275825,156550,192545,298765,224068,274760,243237,164217,239617,320128,301107,158892,238552,129073,311395,318424,212780,230930
orig_094,Victoria Bonde - Jakten,Leffe Grimwalker,M,CRIME,quot,216238,321951,426626,257419,311655,338618,250102,373069,290926,313211,257317,152134,154456,134248,207724,213313,282695,364533,95528,110976,253637
orig_095,Virus:1,Daniel Åberg,M,OTHER,quot,165092,167081,152698,109150,30333,12186,45251,134013,250684,259821,227001,179309,229239,236698,248197,147936,185977,375031,370711,256901,189164
orig_096,Virus:2,Daniel Åberg,M,OTHER,quot,272398,212503,265628,230802,178579,291231,335111,270749,280137,114359,259812,146576,254534,202218,197568,310433,239974,288671,341370,150629,242165
orig_097,Virus:3,Daniel Åberg,M,OTHER,quot,44206,196352,177253,340343,267597,262876,324464,413948,181545,395578,292918,184335,258798,336052,365880,76824,142918,187768,378755,258639,254351
orig_098,Virus:4,Daniel Åberg,M,OTHER,quot,218148,326506,98955,276936,551618,455644,193978,306227,243598,170627,450430,301578,475625,407620,226593,195821,378124,290924,234740,350543,307714
orig_099,Virus:5,Daniel Åberg,M,OTHER,quot,364612,388447,191325,280653,118557,357097,133348,432467,424522,482603,106077,253167,416792,337127,430412,451793,392313,225682,321666,210696,315968
orig_100,Virus:6,Daniel Åberg,M,OTHER,quot,257304,175292,270868,257304,279900,263773,238105,286311,254800,345648,344741,272329,246870,301336,354832,281511,285893,289858,214524,230850,272601
orig_101,Virus:7,Daniel Åberg,M,OTHER,quot,255264,276018,237689,169161,208979,264358,199756,154194,298591,481900,329041,332405,241343,200313,292500,277932,304855,243648,240821,115037,256191
orig_102,Westins bageri & kafé - S1,Solja Krapu-Kallio,F,ROMANCE,dash,175273,218174,111444,215127,265752,139306,160060,192027,223746,238963,213199,225032,144878,192201,181955,227390,183844,253536,306687,281397,207498
orig_103,Westins bageri & kafé - S2,Solja Krapu-Kallio,F,ROMANCE,dash,208343,261873,221877,200621,218819,265809,204616,245618,226809,256547,188817,327341,169958,231469,304483,201908,177541,326825,362184,263427,243243
orig_104,Westins bageri & kafé - S3,Solja Krapu-Kallio,F,ROMANCE,dash,252300,243885,235593,176798,158596,252604,149637,268588,222518,255510,104384,216949,309276,233172,146767,137046,237830,277724,247760,302252,221458
orig_105,Westins bageri & kafé - S4,Solja Krapu-Kallio,F,ROMANCE,dash,188091,254313,194234,215316,154810,144140,325219,276294,262996,240369,146774,163516,49634,77759,127836,190026,325455,358932,281966,151028,206435
SvB_BS_001,Da Vinci-koden,Dan Brown,M,CRIME,quot,204975,240227,253021,324947,308458,207818,178678,317129,303483,314001,606397,597015,306752,376830,352239,370860,286709,290121,273632,295422,320436
SvB_BS_002,Tjuvarnas marknad,Jan Guillou,M,CRIME,quot,276351,239834,353692,419298,473130,239515,206380,338702,517780,294737,580131,378568,255781,178150,96635,239196,303987,309679,558603,284211,327220
SvB_BS_004,Skuggorna och regnet,Håkan Nesser,M,CRIME,quot,40415,133679,183043,368290,68408,309223,336788,47471,185492,282546,82694,39585,24046,19275,32753,42487,104663,135158,10363,151534,129897
SvB_BS_006,Boken om Blanche och Marie,Per Olov Enquist,M,PRESTIGE,dash,0,0,0,68441,11783,9125,17104,0,33827,34981,16724,0,18244,92395,16344,33080,0,23194,14063,0,19464
SvB_BS_007,Gregorius,Bengt Ohlsson,M,PRESTIGE,dash,32955,106376,14562,19926,92121,151134,118026,81392,67903,142244,6898,45831,211987,75107,100552,77100,71429,23605,7971,27288,73721
SvB_BS_008,Den röda vargen,Liza Marklund,F,CRIME,dash,203229,399620,349478,352584,364482,214245,396011,410144,383856,245394,324786,123480,148148,178727,534473,315160,191073,395442,374739,373860,313947
SvB_BS_009,"En annan tid, ett annat liv",Leif G.W. Persson,M,CRIME,dash,8068,27433,313539,367274,400355,299984,306761,335646,469098,130730,383411,533484,284977,434726,467162,497015,590286,555269,531870,540187,373864
SvB_BS_010,Bortom sanningen,Anne Holt,F,CRIME,dash,313315,440787,448600,410432,307544,430740,452661,480975,287027,365327,257961,535058,413122,270201,484078,489525,559735,260368,516777,528431,412632
SvB_BS_011,Ett öga rött,Jonas Hassen Khemiri,M,OTHER,quot,140951,269808,72143,163053,115930,190158,168057,141368,165972,94245,240200,109675,53378,170559,51710,36697,296497,472060,84654,203086,162010
SvB_BS_012,Solstorm,Åsa Larsson,F,CRIME,dash,238409,516472,265771,384187,304866,112744,298277,315256,461870,473644,390522,399544,267866,304612,407398,226812,340091,196605,338571,316016,327974
SvB_BS_013,Änglar och demoner,Dan Brown,M,CRIME,quot,297487,400973,390975,342745,277357,593083,418536,389624,439071,200108,286679,300865,182113,173872,57957,121319,142124,75250,375169,286583,287595
SvB_BS_014,I cirkelns mitt,Dan Brown,M,CRIME,quot,248144,359366,283409,439669,371645,326813,597601,278412,100371,358132,434752,338949,465306,535628,449029,329526,221334,148629,134923,200057,331082
SvB_BS_015,Linda - som i Lindamordet,Leif G.W. Persson,M,CRIME,dash,119105,324223,436495,467104,432610,412781,420206,479368,337889,512796,393221,357985,273848,326946,405279,412245,212247,331458,319400,183706,357946
SvB_BS_016,Gangsters,Klas Östergren,M,PRESTIGE,quot,90870,151546,21755,178735,95736,104766,109187,255867,169744,235690,235547,433519,473955,338437,250322,286920,192902,112352,182456,385001,215266
SvB_BS_017,Kennedys hjärna,Henning Mankell,M,OTHER,dash,5827,86415,108722,409164,242315,401929,304461,276326,168575,506632,524719,413987,269841,601487,471865,387259,349608,290394,333601,372789,326290
SvB_BS_018,Stenhuggaren,Camilla Läckberg,F,CRIME,quot,220021,192794,197580,236937,309267,227363,336480,248105,373621,269778,235474,367371,318708,269742,269778,206488,197048,182290,302752,199973,258079
SvB_BS_019,Efter alla år av saknad,Peter Robinson,M,CRIME,quot,333709,404651,403326,316561,394025,318816,447012,687526,370349,643552,511628,306933,573221,503805,590275,267334,530092,600056,841438,600564,482239
SvB_BS_020,Det blod som spillts,Åsa Larsson,F,CRIME,dash,99133,266785,299178,235660,261450,244721,44020,216493,265674,287683,229607,167852,339409,187861,242775,204934,474655,210269,124500,35571,221912
SvB_BS_021,Predikanten,Camilla Läckberg,F,CRIME,quot,265049,288073,214401,420942,268976,430583,351028,316828,420942,385985,400324,375627,422168,459459,423369,459385,302962,367961,329989,253115,357858
SvB_BS_022,Små citroner gula,Kajsa Ingemarsson,F,ROMANCE,quot,132832,245074,406554,157184,351782,367360,326323,311490,212578,245738,209652,201284,295772,185300,357174,243967,204782,308459,443879,373782,279045
SvB_BS_023,Tillsammans är man mindre ensam,Anna Gavalda,F,ROMANCE,dash,313259,389411,461140,382610,545337,393881,222312,423575,521211,556185,431763,629372,539508,560395,595693,490529,693005,495628,385201,440900,473544
SvB_BS_024,Madame Terror,Jan Guillou,M,CRIME,quot,115633,118857,430283,83845,38237,193950,182893,266892,139435,236640,77396,115940,236333,216677,171990,289312,7832,417537,306972,228962,193781
SvB_BS_025,Nobels testamente,Liza Marklund,F,CRIME,dash,171592,472357,299722,291775,275209,436370,466875,345097,430633,373674,479833,322670,394645,273170,291898,346662,237176,340751,379868,252826,344142
SvB_BS_026,Flickan som lekte med elden,Stieg Larsson,M,CRIME,quot,45391,109230,260270,334591,334987,182661,139515,410610,459623,438430,580332,373801,37309,397520,318094,237844,447703,420377,270002,221372,300983
SvB_BS_027,Olycksfågeln,Camilla Läckberg,F,CRIME,quot,311892,446479,383638,448697,492166,325252,152590,401122,332014,309469,441860,358568,309418,496206,426357,332674,305510,446314,315355,185582,361060
SvB_BS_028,Svart stig,Åsa Larsson,F,CRIME,dash,108135,285486,380448,337665,21591,174495,227909,167333,190324,361255,327004,238904,332467,185926,480408,234659,266293,137945,149940,48381,232828
SvB_BS_029,Människa utan hund,Håkan Nesser,M,CRIME,quot,126230,171894,186683,234164,259111,277060,232319,235584,393143,442873,343635,74108,475012,156365,330309,285978,203567,195756,242005,223589,254467
SvB_BS_030,Svinalängorna,Susanna Alakoski,F,PRESTIGE,dash,123457,33157,0,101976,41975,23280,90685,92416,203175,598800,161552,108995,18695,53987,17637,40564,73042,0,69489,120677,98670
SvB_BS_031,Mannen som dog som en lax,Mikael Niemi,M,OTHER,dash,204888,469016,327082,294770,213474,18755,99773,297812,152644,131893,59108,143263,79568,167140,248721,137823,73621,296675,123366,274588,190697
SvB_BS_032,Skam,Karin Alvtegen,F,OTHER,quot,130972,209175,286427,313287,82957,221298,101735,94129,198003,217732,255527,100547,163299,219634,154742,248633,200618,165676,262657,215169,192111
SvB_BS_033,Den amerikanska flickan,Monika Fagerholm,F,PRESTIGE,quot,72462,97025,123772,68104,135644,220251,230381,189274,108761,114917,135644,139056,157478,117238,110126,88564,163368,66730,46397,111642,124841
SvB_BS_034,Den ryske vännen,Kajsa Ingemarsson,F,OTHER,quot,456365,272673,270016,114715,172172,208767,76677,173974,168535,177978,241441,229584,203203,115115,64452,220621,118318,48439,161161,211411,185282
SvB_BS_035,En lek med eld,Peter Robinson,M,CRIME,quot,352836,563162,539201,447922,388753,491932,366362,505460,596740,425591,517522,634719,233741,510919,503504,493399,615159,625428,600000,301059,485669
SvB_BS_036,Män som hatar kvinnor,Stieg Larsson,M,CRIME,quot,350599,332728,370370,645848,531590,115832,389857,199952,215444,416848,197507,394093,429920,504962,378238,218591,568264,581215,356572,142702,367056
SvB_BS_037,Isprinsessan,Camilla Läckberg,F,CRIME,quot,180762,362873,351356,188862,322518,203196,146570,372881,351840,218725,296529,248870,264245,312187,452066,202421,394189,330859,404681,563680,308465
SvB_BS_038,Mordet på Harriet Krohn,Karin Fossum,F,CRIME,dash,44814,51029,60879,20581,91627,125141,189174,237666,235626,294333,314914,225197,216521,535946,334837,281928,372427,832300,836763,449958,287581
SvB_BS_039,Mossvikenfruar - Chansen,Emma Hamberg,F,ROMANCE,quot,194004,394638,106690,155664,211300,53345,403863,105794,199250,180744,200058,99193,237821,248775,290369,87633,332949,310265,272125,219146,215185
SvB_BS_040,Box 21,Roslund & Hellström,M,CRIME,dash,22155,97328,131219,147295,238106,21073,65175,90159,223115,180317,241364,162285,175103,135564,104280,225940,194221,202694,150554,221377,151465
SvB_BS_041,Flickan med majblommorna,Karin Wahlberg,F,CRIME,dash,26802,56064,282889,205623,303808,190258,216866,281791,187286,181922,168818,312194,243014,249755,196110,222622,279948,245015,188429,408303,222375
SvB_BS_042,Luftslottet som sprängdes,Stieg Larsson,M,CRIME,quot,429828,582032,304408,411189,468670,347796,392903,706760,223957,371652,383771,454932,590136,276960,354418,616130,434022,744910,389306,186320,433508
SvB_BS_043,Tyskungen,Camilla Läckberg,F,CRIME,quot,186197,349780,381119,373171,251748,391479,485951,321937,465294,263144,339505,426703,434214,289525,541440,370370,404377,250065,322455,233748,354111
SvB_BS_044,Livstid,Liza Marklund,F,CRIME,dash,245170,266860,323092,418164,358261,343122,465121,366570,369662,420290,327666,274203,303188,304928,280580,444359,208889,217585,255845,508019,335079
SvB_BS_045,Faller fritt som i en dröm,Leif G.W. Persson,M,CRIME,dash,458424,334659,277811,560014,416657,499638,435700,267052,276244,131236,359846,399783,454447,553091,350446,446306,369728,326504,265365,381102,378202
SvB_BS_046,En helt annan historia,Håkan Nesser,M,CRIME,quot,118191,520445,237104,334682,296055,335645,255058,333911,310504,353757,296922,410923,354718,409104,516977,356451,530347,511342,453403,622688,377910
SvB_BS_047,Fienden inom oss,Jan Guillou,M,CRIME,quot,6545,414720,158705,119052,351911,200991,209093,313871,374735,183475,298956,243454,272647,458518,180290,255308,204493,235846,189667,251592,246192
SvB_BS_049,Tusen strålande solar,Khaled Hosseini,M,OTHER,quot,196049,226426,269474,132153,137160,219344,204063,217148,122438,236116,370108,247158,202013,238353,133060,230941,244316,210399,141819,76235,202740
SvB_BS_050,Skugga,Karin Alvtegen,F,CRIME,quot,178452,149677,86326,121151,166853,121793,131385,184293,100825,330136,290654,182062,256525,202097,395717,252120,163730,392817,364711,187416,212938
SvB_BS_051,En märklig affär,Peter Robinson,M,CRIME,quot,272389,294566,255503,290672,697426,286271,334067,606230,698273,378873,552057,571791,592348,558077,612324,567389,554088,731121,307940,591263,487628
SvB_BS_052,Flyga drake,Khaled Hosseini,M,OTHER,quot,96798,152829,166791,197133,156954,191549,126396,159717,254468,165891,260983,178518,214818,353127,179110,185592,252792,410462,301750,135543,207063
SvB_BS_053,Den döende dandyn,Mari Jungstedt,F,CRIME,dash,6999,55197,466487,338449,236672,499865,225902,103096,491384,383145,157470,11847,387349,266020,322833,272678,355143,257873,295907,168821,265157
SvB_BS_054,Snabba cash,Jens Lapidus,M,CRIME,quot,137118,133136,203558,215567,192735,367087,129577,205189,120237,171683,227724,272498,87769,276946,230096,147813,194218,252483,193180,143662,195113
SvB_BS_055,Montecore,Jonas Hassen Khemiri,M,PRESTIGE,quot,112611,156672,111261,160184,134522,27815,186656,3241,59681,267423,171799,163921,51864,1891,102079,1351,91842,162841,72663,185305,111281
SvB_BS_056,Nu vill jag sjunga dig milda sånger,Linda Olsson,F,OTHER,quot,14432,9624,165364,238496,138304,189474,91401,96842,209561,139850,242032,91128,152736,167218,199339,167519,232111,16541,44498,59850,133318
SvB_BS_057,Aldrig fucka upp,Jens Lapidus,M,CRIME,quot,206460,270831,231359,220487,307848,304172,260197,259927,213594,251582,204065,242261,146722,267735,133647,197200,215776,278869,228160,143761,229233
SvB_BS_058,Men inte om det gäller din dotter,Jan Guillou,M,CRIME,quot,184157,168183,267294,433480,423439,23686,43928,257295,89255,230154,210857,118588,265767,188108,251765,190147,161908,179608,168026,207248,203142
SvB_BS_059,Sjöjungfrun,Camilla Läckberg,F,CRIME,quot,307078,294864,263900,226903,215785,197338,229878,317883,326233,330723,177576,292091,344347,318353,253563,292515,395709,510728,194331,412373,295107
SvB_BS_060,Kinesen,Henning Mankell,M,CRIME,dash,205897,298115,180128,180921,217051,213104,113333,131042,249872,337094,376715,182692,216438,285897,157456,204487,211309,467692,275163,266701,238555
SvB_BS_061,En plats i solen,Liza Marklund,F,CRIME,dash,327147,380715,409989,309793,377396,409084,430964,302852,335295,434802,468236,397465,328354,221669,172325,353554,326543,147729,141240,480833,337797
SvB_BS_062,Den som dödar draken,Leif G.W. Persson,M,CRIME,dash,246988,255782,396424,365015,461718,620603,442285,528669,552274,409524,574815,501652,330742,397668,407307,321866,248931,485909,605713,516424,433515
SvB_BS_063,Till dess din vrede upphör,Åsa Larsson,F,CRIME,dash,71106,214703,365446,498673,421178,150172,358015,338110,293790,335722,240382,329618,519904,405255,182059,102414,190817,207272,151008,114384,274494
SvB_BS_064,Nattfåk,Johan Theorin,M,CRIME,quot,188864,260016,264170,130809,321514,261766,324119,140397,251803,303686,224514,574119,333667,383814,182692,203485,115986,85119,194912,276242,251082
SvB_BS_065,Midvinterblod,Mons Kallentoft,M,CRIME,quot,132830,335472,229477,296792,476604,371580,484528,380189,325722,374906,344340,361955,360000,260000,356860,350943,138113,333648,204151,247405,318276
SvB_BS_066,Mig äger ingen,Åsa Linderborg,F,PRESTIGE,dash,66802,41384,59342,35957,65129,81384,96336,52917,107494,33243,93284,52221,97354,65807,95626,148915,164518,81723,62076,27137,76433
SvB_BS_067,Den förlorade symbolen,Dan Brown,M,CRIME,quot,174917,379689,352686,559326,341158,340947,261036,303394,268470,239857,266139,227255,390916,323042,139977,230288,267288,207733,315131,484497,303688
SvB_BS_068,Fyrvaktaren,Camilla Läckberg,F,CRIME,quot,199276,167899,344245,457453,352542,322975,383374,432644,338814,402836,451199,478654,360386,316385,452557,323880,340978,372907,192488,251961,347172
SvB_BS_069,Den orolige mannen,Henning Mankell,M,CRIME,dash,99140,326052,379137,395632,270850,362192,216281,305666,303151,377151,293977,299179,501589,356320,216971,673418,321509,414880,347366,261186,336080
SvB_BS_070,Hypnotisören - Black edition,Lars Kepler,2,CRIME,dash,286360,273831,367886,248270,342607,279480,368310,222285,345714,178788,385484,333286,383562,280328,419856,260980,233442,339359,284706,132750,298365
SvB_BS_071,Tre sekunder,Roslund & Hellström,M,CRIME,dash,145159,139810,183728,278357,187362,390995,136177,163191,131122,142970,176777,269984,182464,281833,321959,299842,263349,276461,296367,114218,219106
SvB_BS_072,Hundraåringen som klev ut genom fönstret och försvann,Jonas Jonasson,M,OTHER,dash,36976,49918,76138,56841,49554,123679,104391,39898,83971,130078,167608,168306,77610,97103,105829,104208,336309,542805,125342,82164,127939
SvB_BS_073,Den dubbla tystnaden,Mari Jungstedt,F,CRIME,dash,18102,14482,190846,171709,231446,272821,454616,557021,479183,503621,241272,333075,403931,580553,147660,399276,530385,388156,299974,294102,325610
SvB_BS_074,Den mörka ängeln,Mari Jungstedt,F,CRIME,dash,79103,172373,320838,182409,544864,585596,367473,362161,310508,229111,417355,360390,617178,195100,205726,458087,315821,306671,471665,91231,329688
SvB_BS_075,Sommardöden,Mons Kallentoft,M,CRIME,quot,92045,273160,345170,248413,343186,255108,224162,262897,100377,382464,252926,299206,451299,296767,244594,203373,217417,241619,124380,44048,245132
SvB_BS_076,Snömannen,Jo Nesbø,M,CRIME,quot,238110,298924,250000,273663,442920,571339,424672,415406,358702,467956,388118,235652,484017,207580,267114,406581,463590,187461,233432,315970,346563
SvB_BS_077,Paganinikontraktet,Lars Kepler,2,CRIME,dash,176098,346838,210608,211072,313128,390444,329210,286841,315912,301531,253401,270295,487088,427091,238905,135148,440699,348848,334467,130973,297429
SvB_BS_078,Blodläge,Johan Theorin,M,CRIME,quot,127707,126214,182073,151046,110738,134989,272031,180392,206871,253221,280993,325616,307563,281740,369561,477409,161875,352194,153473,123623,228966
SvB_BS_079,Den döende detektiven,Leif G.W. Persson,M,CRIME,dash,228299,595851,478588,487119,445969,409836,607728,609234,484443,568585,634387,407661,476079,605721,600201,719806,548511,495316,549013,444630,519847
SvB_BS_080,Postcard Killers,Liza Marklund,F,CRIME,dash,118172,298282,203436,404467,213402,331501,417869,205155,265292,265292,435589,361168,194845,253265,360137,345242,312027,375258,323024,260481,297196
SvB_BS_081,1222 över havet,Anne Holt,F,CRIME,dash,197206,274686,245265,390007,146070,426237,207386,228037,279356,146815,424580,290246,238930,258759,262373,315104,317310,203125,397111,214776,273165
SvB_BS_082,Bara vanligt vatten,Kajsa Ingemarsson,F,ROMANCE,quot,192156,213491,244300,180079,186346,185125,211019,242671,301439,180239,187950,272394,240771,147374,250407,308089,99335,171010,233306,265065,215626
SvB_BS_083,Boktjuven,Markus Zusak,M,OTHER,quot,23526,134967,152288,195393,114542,111275,115177,130065,152124,172386,185100,160131,225490,90018,132353,148039,132168,171405,56699,105065,135410
SvB_BS_084,Igelkottens elegans,Muriel Barbery,F,OTHER,dash,40211,27462,28849,25520,84327,8599,97338,90985,67406,146463,126214,104300,9154,176373,165603,3329,260749,188072,234119,3051,94407
SvB_BS_085,Höstoffer,Mons Kallentoft,M,CRIME,quot,50647,39339,155532,324591,259745,327407,302676,227191,372193,207652,240302,224897,320223,277528,156458,414871,256332,242816,299802,120172,241019
SvB_BS_086,I den innersta kretsen,Viveca Sten,F,CRIME,quot,215829,352954,381393,440917,439815,361332,267255,218034,380511,214727,218695,268739,243607,124366,447972,181217,275132,364638,173942,181918,287653
SvB_BS_087,Eldvittnet,Lars Kepler,2,CRIME,dash,137477,308225,263638,226651,334572,382368,159433,223611,307212,430405,311096,230029,183246,201486,374092,414288,243878,145752,208073,259628,267257
SvB_BS_088,Änglamakerskan,Camilla Läckberg,F,CRIME,quot,302226,399400,406665,313753,365603,378553,557082,573594,377448,224732,410706,310486,511371,384020,246841,259792,401390,304801,261213,356917,367331
